PHI,107,CHI,114
MIN,101,GSW,110
MEM,86,LAC,94
TOR,107,MIA,104
NYK,80,ORL,79
UTA,111,POR,105
CLE,78,BOS,117
SAC,111,DEN,122
CHO,77,DET,116
NOP,114,HOU,121
OKC,104,IND,116
DAL,120,LAL,106
BRK,73,MIL,96
PHO,91,SAS,107
ATL,99,WAS,108
NYK,112,ATL,108
CHI,113,BRK,86
HOU,100,CHO,90
DET,97,CLE,109
MEM,107,GSW,111
DEN,103,LAC,110
ORL,93,MIA,100
NOP,100,MIN,88
POR,90,OKC,101
MIL,107,PHI,97
LAL,92,SAC,102
DAL,92,UTA,109
TOR,93,BOS,95
WAS,95,IND,99
LAC,112,PHO,101
ORL,88,BRK,101
ATL,85,CHI,91
WAS,108,CLE,113
POR,98,DAL,114
DEN,126,GSW,133
UTA,91,HOU,117
SAC,122,LAL,99
IND,83,MEM,95
BOS,105,MIL,100
OKC,138,MIN,113
SAS,103,NOP,108
DET,112,NYK,90
MIA,105,PHI,101
CHO,87,TOR,92
